loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
1023951,223951,5454.545455,3,15.378,205.01,C,幼教与中小学校,信息传输、软件和信息技术服务业,< 1 year,0,0,2014/10/1,0,72,10,22.01454545,0,540,585,6,0,0,9140.769231,94.26923077,1,0,10-Sep,0,1,4,0,1,5,3,0,0,0,1
1049467,249467,21272.72727,5,16.416,497.73,D,普通企业,住宿和餐饮业,10+ years,0,2,2014/6/1,0,475,37,13.55727273,0,785.4545455,916.3636364,15,1,1,4690,23.07692308,0,0,Sep-86,0,1,4,0,37,18,8,2,7135,0,0
1004889,204889,11818.18182,3,11.754,438.4,C,政府机构,公共服务、社会组织,,0,0,2018/6/1,0,157,8,18.40909091,0,750,937.5,23,0,0,8119.615385,21.75384615,1,1,Nov-88,0,1,9,0,3,33,9,3,1680,336,0
1000323,200323,15363.63636,3,5.852,391.5,A,政府机构,电力、热力生产供应业,10+ years,0,0,2015/9/1,2,230,2,9.973636364,0,725,906.25,12,0,0,13018.84615,45.5,0,0,2-Oct,5,1,6,0,4,12,4,3,3602,1080.6,0
1039105,239105,10000,3,17.919,353.01,C,政府机构,公共服务、社会组织,10+ years,0,1,2013/4/1,0,162,2,11.42727273,0,690,747.5,5,1,1,2426,65.6,1,0,1-Dec,0,1,1,0,8,2,1,1,961,0,0
1022013,222013,8181.818182,3,12.681,342.22,B,政府机构,公共服务、社会组织,1 year,0,0,2012/8/1,12,369,21,13.03636364,0,568.6363636,710.7954545,11,0,0,39175,92.65384615,1,0,Mar-88,3284,1,,,,,,3,4627,925.4,0
1023959,223959,10909.09091,3,12.897,412.06,C,普通企业,文化和体育业,10+ years,1,0,2013/6/1,4,120,21,15.16,0,685,799.1666667,10,0,0,18181,54.27692308,1,0,Oct-97,22413,1,6,0,9,17,9,3,5262,0,0
1013812,213812,15454.54545,5,24.99,498.88,F,政府机构,金融业,5 years,0,1,2014/6/1,0,307,14,3.829090909,0,564.5454545,705.6818182,4,0,0,6909.230769,54.6,1,0,Aug-00,0,1,3,0,0,6,2,0,183,54.9,0
1027657,227657,24000,5,14.839,358.3,C,政府机构,金融业,9 years,0,2,2011/6/1,2,246,36,18.74,0,597.2727273,746.5909091,14,0,0,26859.53846,28.98461538,1,0,Jul-98,94,1,,,,,,4,7655,765.5,0
1005750,205750,10000,3,10.791,365.31,B,普通企业,文化和体育业,< 1 year,1,1,2014/4/1,0,79,2,21.73909091,0,780,910,12,0,0,13071,63.11538462,1,0,Jul-95,0,1,8,0,6,19,11,0,1981,396.2,0
1008411,208411,21436.36364,3,10.791,652.57,B,普通企业,信息传输、软件和信息技术服务业,3 years,1,0,2014/3/1,0,184,26,19.53636364,0,627.2727273,731.8181818,8,0,0,14072.30769,61.9,1,0,2-Mar,0,1,5,0,6,8,4,2,798,239.4,0
1003506,203506,11200,3,7.9,350.46,A,高等教育机构,信息传输、软件和信息技术服务业,7 years,0,2,2013/11/1,0,46,27,20.24545455,5,613.6363636,664.7727273,10,0,0,5155.384615,60.7,0,0,Jun-91,38,1,5,0,10,13,5,1,5124,512.4,0
1016136,216136,2100,3,11.44,69.19,B,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2,2014/12/1,5,124,13,7.79,4,618.1818182,721.2121212,20,1,0,6664.615385,25.66153846,0,0,Dec-94,6,1,9,0,2,27,8,0,0,0,1
1023895,223895,9218.181818,3,16.99,301.23,D,普通企业,文化和体育业,,1,2,2015/11/1,0,232,13,12.61636364,0,640.9090909,694.3181818,5,0,0,11884.61538,72,0,0,Sep-94,0,1,3,0,4,7,4,0,0,0,1
1024040,224040,8181.818182,3,7.371,314.25,A,世界五百强,文化和体育业,10+ years,1,2,2015/2/1,0,111,8,15.74,0,552.2727273,690.3409091,14,0,0,15355.84615,62,1,0,3-Jul,0,1,11,0,5,24,12,0,0,0,1
1018968,218968,4581.818182,3,13.519,140.09,C,普通企业,公共服务、社会组织,10+ years,1,1,2015/9/1,3,590,8,8.427272727,0,680,736.6666667,9,0,0,4276,48.34615385,1,0,May-94,3,1,5,0,5,16,7,2,691,69.1,0
1049885,249885,21272.72727,5,11.421,406.71,C,政府机构,电力、热力生产供应业,10+ years,0,0,2015/8/1,4,92,18,8.854545455,0,548.1818182,639.5454545,7,0,0,15071.53846,87.41538462,0,0,3-Mar,4,1,4,0,15,4,3,2,7778,777.8,0
1016985,216985,10400,5,19.338,261.73,D,上市企业,电力、热力生产供应业,10+ years,1,2,2011/9/1,1,143,8,8.93,0,593.1818182,741.4772727,8,1,1,921.8461538,5.423076923,1,0,1-Apr,4663,1,,,,,,0,0,0,1
1024983,224983,9818.181818,5,13.545,285.8,C,高等教育机构,文化和体育业,,2,0,2018/1/1,3,45,21,2.438181818,0,763.6363636,890.9090909,6,0,0,552.6923077,6.461538462,0,0,4-Oct,3,1,4,0,3,9,3,0,0,0,1
1025589,225589,9454.545455,3,12.99,269.52,B,世界五百强,金融业,8 years,1,2,2013/10/1,0,261,8,18.72,1,680,793.3333333,14,0,0,20673.69231,62.42307692,1,0,Nov-99,28914,1,8,0,2,14,8,1,1652,330.4,0
1036802,236802,7500,3,17.919,264.76,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,0,2013/6/1,4,313,43,11.97818182,0,747.2727273,809.5454545,9,1,1,5123,31.01538462,1,0,6-Oct,1158,1,3,0,2,15,12,0,0,0,1
1016925,216925,10000,3,14.421,337.47,B,普通企业,文化和体育业,6 years,1,2,2012/5/1,11,187,9,20.11090909,0,636.3636364,742.4242424,9,0,0,17533.38462,84.69230769,1,0,2-Jul,58510,1,,,,,,0,4138,1241.4,0
1004644,204644,32727.27273,3,9.75,964.5,B,上市企业,金融业,10+ years,0,1,2016/3/1,4,52,19,26.10545455,0,720,840,37,0,0,41427.69231,46.6,1,0,Feb-98,4,1,12,0,9,57,26,0,0,0,1
1048384,248384,10909.09091,3,12.69,335.45,C,普通企业,文化和体育业,7 years,1,2,2015/8/1,0,111,8,9.087272727,0,560.4545455,607.1590909,8,0,0,10902.76923,69.89230769,1,0,6-Sep,0,1,5,0,4,8,3,0,0,0,0
1027629,227629,20454.54545,3,8.789,783.3,A,政府机构,批发和零售业,10+ years,1,0,2016/11/1,0,107,30,22.57363636,0,785.4545455,916.3636364,11,0,0,16076.30769,41.1,1,0,7-Apr,0,1,2,0,7,13,7,0,0,0,0
1043632,243632,10636.36364,3,5.32,271.04,A,政府机构,电力、热力生产供应业,10+ years,0,0,2016/3/1,4,460,27,9.196363636,0,796.3636364,929.0909091,8,0,0,12051.92308,56.2,0,0,Oct-00,4,1,4,0,6,7,3,0,0,0,0
1047623,247623,31818.18182,5,24.695,975.64,F,普通企业,交通运输、仓储和邮政业,10+ years,2,0,2016/1/1,0,291,23,35.74545455,1,613.6363636,767.0454545,20,1,0,24308.30769,80.12307692,0,0,Jun-00,0,1,13,0,13,27,17,0,0,0,1
1038534,238534,2545.454545,3,18.689,99.82,D,幼教与中小学校,金融业,9 years,1,2,2015/10/1,7,134,8,20.50909091,0,752.7272727,815.4545455,10,0,0,9998.153846,47.16923077,0,0,5-Jul,8,1,3,0,5,7,3,0,0,0,0
1006627,206627,35000,5,18.854,872.48,D,上市企业,批发和零售业,10+ years,1,2,2015/1/1,0,466,36,11.15181818,0,700,816.6666667,11,0,0,42127.38462,101.9,0,0,Nov-89,0,1,3,0,15,14,7,0,0,0,0
1040053,240053,27500,5,12.089,597.78,B,上市企业,公共服务、社会组织,3 years,0,2,2015/6/1,2,90,21,2.7,0,725.4545455,906.8181818,8,1,1,8822,23.88461538,0,0,4-May,5,1,5,0,7,14,7,0,0,0,0
1017976,217976,12272.72727,5,13.67,346.47,C,政府机构,公共服务、社会组织,10+ years,0,1,2016/4/1,0,404,22,6.316363636,0,597.2727273,696.8181818,23,1,1,5556,28.1,0,0,4-Feb,0,1,2,0,26,13,7,0,0,0,1
1037397,237397,2863.636364,3,11.421,117.41,B,幼教与中小学校,文化和体育业,3 years,1,0,2011/10/1,1,19,14,8.1,0,736.3636364,797.7272727,8,0,0,50,0.6,1,0,7-Apr,3880,1,,,,,,0,0,0,0
1025395,225395,14545.45455,3,15.389,546.77,C,幼教与中小学校,农、林、牧、渔业,10+ years,1,2,2016/11/1,0,107,30,19.82181818,0,660,825,13,1,1,16388.61538,86.07692308,0,0,Sep-99,0,1,7,0,4,25,8,0,0,0,0
1039687,239687,18181.81818,3,8.541,640.57,B,政府机构,电力、热力生产供应业,9 years,0,0,2016/10/1,4,677,13,17.33,0,730,912.5,20,0,0,23210.76923,67.26923077,1,0,4-Feb,4,1,11,0,38,22,12,0,0,0,0
1049216,249216,10909.09091,3,17.99,361.48,D,幼教与中小学校,金融业,< 1 year,1,1,2017/3/1,4,343,27,12.01090909,0,568.6363636,710.7954545,11,0,0,13140,41.53846154,1,0,11-Jun,4,1,4,0,5,9,6,0,0,0,0
1006206,206206,32727.27273,3,12.582,1025.04,C,普通企业,采矿业,3 years,0,2,2014/2/1,4,777,8,8.312727273,0,556.3636364,649.0909091,11,0,0,13504,75.9,1,0,2-Jun,4,1,3,0,2,21,16,0,0,0,0
1000791,200791,35781.81818,3,23.298,1238.78,E,普通企业,住宿和餐饮业,10+ years,0,2,2016/2/1,0,42,26,15.16,1,613.6363636,664.7727273,21,0,0,12552.69231,19.84615385,1,0,Aug-96,0,1,11,0,6,21,10,0,0,0,0
1037037,237037,4545.454545,3,12.639,164.86,B,普通企业,房地产业,8 years,0,1,2017/2/1,0,32,21,20.39090909,0,705,763.75,23,0,0,25902.15385,25.5,0,0,Oct-85,0,1,10,0,12,19,10,0,0,0,0
1046462,246462,35000,3,17.171,1223.77,D,上市企业,采矿业,8 years,0,1,2015/4/1,4,104,23,6.785454545,0,640.9090909,747.7272727,21,0,0,10675,70.10769231,1,0,1-Feb,4,1,4,0,36,6,3,0,0,0,1
1040055,240055,21818.18182,5,10.736,422.59,B,政府机构,交通运输、仓储和邮政业,1 year,2,0,2015/12/1,0,245,26,14.67272727,0,568.6363636,663.4090909,9,0,0,10856.30769,71.18461538,0,0,Oct-88,0,1,3,0,7,16,9,0,0,0,0
1009751,209751,13090.90909,3,12.74,402.83,C,普通企业,采矿业,< 1 year,1,1,2017/2/1,0,466,36,14.93181818,1,720,780,7,0,0,14148,73.66153846,0,0,7-Apr,0,1,6,0,1,9,7,0,0,0,0
1020796,220796,7700,3,12.089,252.06,B,政府机构,制造业,< 1 year,1,1,2015/8/1,4,66,14,12.92,0,660,715,6,1,1,8974.615385,67.6,1,0,Aug-00,4,1,3,0,4,14,9,0,0,0,0
1026629,226629,25909.09091,5,20.064,727.44,D,普通企业,房地产业,10+ years,2,1,2014/5/1,0,614,3,24.98181818,0,780,910,9,0,0,33769,78.11538462,1,0,Apr-99,0,1,7,0,6,20,14,0,0,0,0
1009777,209777,20000,3,10.99,654.68,B,政府机构,住宿和餐饮业,10+ years,0,1,2015/7/1,5,51,13,3.829090909,0,654.5454545,763.6363636,12,0,0,20000.30769,29.1,0,0,Nov-90,6,1,4,0,4,14,6,0,0,0,0
1026519,226519,8400,3,13.779,292.47,C,上市企业,金融业,10+ years,1,2,2016/3/1,4,379,32,33.65454545,0,618.1818182,721.2121212,9,1,1,8465.538462,41.1,0,0,5-Oct,4,1,7,0,6,10,6,0,0,0,1
1043797,243797,10000,3,9.135,323.38,B,普通企业,交通运输、仓储和邮政业,9 years,0,1,2014/8/1,0,146,23,26.41,2,544.0909091,680.1136364,12,0,0,11406.92308,59.6,0,0,May-93,0,1,5,0,4,23,12,0,0,0,1
1022920,222920,9090.909091,3,10.087,318.79,B,幼教与中小学校,建筑业,3 years,0,0,2016/1/1,4,629,20,15.86,3,675,731.25,19,0,0,9494.769231,56.5,0,0,2-Apr,4,1,13,0,16,21,11,0,0,0,0
1003112,203112,9454.545455,5,13.44,238.99,C,政府机构,农、林、牧、渔业,2 years,2,1,2016/1/1,5,17,13,12.88363636,0,585,633.75,11,0,0,1668.923077,11.8,0,0,8-Oct,6,1,3,0,7,6,2,0,0,0,0
1004248,204248,11818.18182,3,16.555,346.9,C,普通企业,住宿和餐饮业,10+ years,1,1,2017/8/1,0,141,13,10.60363636,0,752.7272727,878.1818182,11,0,0,5034,85.38461538,0,0,May-99,0,1,1,0,7,6,3,0,0,0,1
1027929,227929,6000,3,14.661,194.16,C,政府机构,建筑业,1 year,0,0,2013/5/1,5,342,21,9.703636364,0,613.6363636,767.0454545,13,0,0,8156.615385,32.63076923,1,0,8-Mar,6,1,9,0,0,15,10,0,0,0,1
1016760,216760,21818.18182,3,6.633,608.72,A,上市企业,金融业,2 years,0,2,2015/1/1,0,119,0,21.9,0,568.6363636,663.4090909,24,0,0,54313.53846,46.61538462,1,0,Apr-77,0,1,10,0,11,38,22,0,0,0,0
1027296,227296,23000,3,10.026,754.52,B,普通企业,公共服务、社会组织,3 years,0,1,2013/7/1,4,57,9,2.560909091,0,705,881.25,13,0,0,24421.84615,41.7,1,0,Aug-89,521,1,8,0,8,25,21,0,0,0,1
1026202,226202,23090.90909,3,7.26,787.31,A,世界五百强,公共服务、社会组织,6 years,1,1,2015/8/1,0,17,13,9.84,0,745,869.1666667,17,1,0,28470,34.46153846,0,0,Aug-95,0,1,4,0,6,14,8,0,0,0,0
1038003,238003,22909.09091,3,7.667,864.18,A,普通企业,建筑业,10+ years,0,1,2016/3/1,4,62,13,28.86363636,0,796.3636364,929.0909091,20,0,0,355336.1538,43.50769231,0,0,Jan-97,4,1,11,0,14,31,17,0,0,0,0
1037747,237747,27190.90909,3,10.503,823.95,B,政府机构,制造业,< 1 year,1,2,2014/10/1,4,390,38,12.52727273,0,568.6363636,710.7954545,11,0,0,25702.15385,31.66153846,1,0,Dec-95,4,1,5,0,1,30,20,0,0,0,0
1018776,218776,21818.18182,5,18.04,490.63,E,普通企业,住宿和餐饮业,7 years,0,1,2011/2/1,0,800,1,11.99090909,0,589.0909091,638.1818182,22,0,0,19183.84615,16.8,1,0,Apr-93,9718,1,,,,,,5,9777,1955.4,0
1039833,239833,17454.54545,3,5.616,488.5,A,普通企业,文化和体育业,< 1 year,0,0,2015/9/1,4,221,8,7.06,0,617.7272727,772.1590909,6,0,0,14143,35.26153846,0,0,2-Jan,4,1,2,0,11,13,7,0,2391,0,0
1011087,211087,15409.09091,5,18.205,347.64,D,世界五百强,金融业,< 1 year,0,0,2015/7/1,4,184,26,30.82727273,0,600,700,18,0,0,45828.46154,81.52307692,1,0,Dec-85,4,1,13,0,4,25,16,3,1869,560.7,0
1005668,205668,9600,3,16.99,342.22,D,政府机构,金融业,2 years,1,2,2017/2/1,5,380,26,23.80909091,0,763.6363636,827.2727273,4,0,0,6959.076923,106.1538462,1,0,2-Oct,6,1,1,,8,23,14,1,526,0,0
1011053,211053,4909.090909,3,5.32,180.69,A,普通企业,金融业,8 years,0,0,2017/10/1,2,290,18,7.57,0,815,950.8333333,9,0,0,3156,5.815384615,0,0,Aug-97,5,1,3,0,2,13,11,2,1985,595.5,0
1023097,223097,4909.090909,3,8.253,191.28,B,普通企业,电力、热力生产供应业,10+ years,0,1,2015/11/1,4,617,9,8.860909091,0,540,675,7,3,0,17945.76923,41.81538462,1,0,Aug-96,4,1,3,0,7,11,6,2,1100,220,0
1002728,202728,23181.81818,5,16.99,528.01,D,上市企业,金融业,2 years,2,2,2013/12/1,2,84,19,15.95454545,3,774.5454545,968.1818182,16,0,0,2922.461538,8.861538462,1,0,Aug-83,3921,1,5,0,16,21,11,0,8078,0,0
